Ortholog_Group_ID,Dananassae_Gene,Dananassae_Chromosome,Dananassae_Start,Dananassae_Strand,Dsimulans_Gene,Dsimulans_Chromosome,Dsimulans_Start,Dsimulans_Strand,Dyakuba_Gene,Dyakuba_Chromosome,Dyakuba_Start,Dyakuba_Strand,Dsuzukii_Gene,Dsuzukii_Chromosome,Dsuzukii_Start,Dsuzukii_Strand,Dmiranda_Gene,Dmiranda_Chromosome,Dmiranda_Start,Dmiranda_Strand,Dmauritiana_Gene,Dmauritiana_Chromosome,Dmauritiana_Start,Dmauritiana_Strand,Dsechellia_Gene,Dsechellia_Chromosome,Dsechellia_Start,Dsechellia_Strand,Dsantomea_Gene,Dsantomea_Chromosome,Dsantomea_Start,Dsantomea_Strand,Dmelanogaster_Gene,Dmelanogaster_Chromosome,Dmelanogaster_Start,Dmelanogaster_Strand
77055at7215,LOC6498118,NC_057930.1,22452738,-,LOC6730656,NC_052520.2,2155771,-,LOC6526510,NC_052527.2,2189625,-,LOC108020954,NW_023496800.1,21356686,-,LOC108162321,NC_046677.1,24292431,-,LOC117141622,NC_046667.1,2116922,-,LOC6620617,NC_045949.1,2121004,-,LOC120458639,NC_053016.2,2157947,-,aop,NT_033779.5,2156484,-
77125at7215,LOC6506002,NC_057930.1,9629716,+,LOC6732031,NC_052520.2,11871047,-,LOC6527324,NC_052527.2,8487985,-,LOC108020998,NW_023496800.1,3216891,+,LOC108162921,NC_046677.1,21233075,-,LOC117139775,NC_046667.1,11713969,-,LOC6617684,NC_045949.1,11738800,-,LOC120452555,NC_053016.2,8521367,-,SART1,NT_033779.5,11984327,-
7734at7215,LOC6497558,NC_057930.1,24216118,+,LOC6730526,NC_052520.2,1118161,-,LOC6526379,NC_052527.2,1115749,-,LOC108021207,NW_023496800.1,17974671,+,LOC108162994,NC_046677.1,29310216,-,LOC117149356,NC_046667.1,1075390,-,LOC6617333,NC_045949.1,1097574,-,LOC120447986,NC_053016.2,1089253,-,CG4629,NT_033779.5,1083091,-
77700at7215,LOC6497213,NC_057930.1,18875933,+,LOC6731065,NC_052520.2,5257122,+,LOC6528164,NC_052527.2,14016660,-,LOC108015193,NW_023496800.1,22266510,+,LOC108163589,NC_046677.1,21379462,-,LOC117137210,NC_046667.1,5209684,+,LOC116803595,NC_045949.1,5216828,+,LOC120456968,NC_053016.2,14073467,-,vri,NT_033779.5,5288944,+
77931at7215,LOC6497442,NC_057930.1,22678192,+,LOC6730699,NC_052520.2,2374668,+,LOC6526554,NC_052527.2,2408940,+,LOC108020379,NW_023496800.1,21618246,+,LOC108163512,NC_046677.1,24561910,+,LOC117138637,NC_046667.1,2321672,+,LOC6613086,NC_045949.1,2326374,+,LOC120443753,NC_053016.2,2374690,+,Axud1,NT_033779.5,2365345,+
77987at7215,LOC6498505,NC_057930.1,15106666,-,LOC6731228,NC_052520.2,6498954,-,LOC6527077,NC_052527.2,6460955,+,LOC108021272,NW_023496800.1,9192320,+,LOC108162683,NC_046677.1,7045380,+,LOC117138956,NC_046667.1,6392486,-,LOC6611399,NC_045949.1,6410243,-,LOC120458127,NC_053016.2,6470396,+,eya,NT_033779.5,6527447,-
78032at7215,LOC6503863,NC_057930.1,10828437,-,LOC6730958,NC_052520.2,4390832,+,LOC6526818,NC_052527.2,4512627,+,LOC108011822,NW_023496800.1,18134527,+,LOC108163070,NC_046677.1,29149708,-,LOC117150542,NC_046667.1,4332796,+,LOC6613337,NC_045949.1,4339241,+,LOC120454506,NC_053016.2,4435532,+,Dmel\CG33003,NT_033779.5,4400953,+
78246at7215,LOC6503360,NC_057930.1,12155438,-,LOC6730466,NC_052520.2,524224,+,LOC6526313,NC_052527.2,514209,+,LOC108020749,NW_023496800.1,25026249,-,LOC108162347,NC_046677.1,27508146,+,LOC117150459,NC_046667.1,492471,+,LOC6617260,NC_045949.1,516451,+,LOC120443867,NC_053016.2,480930,+,MED15,NT_033779.5,473013,+
78368at7215,LOC6498539,NC_057930.1,14823956,-,LOC6731717,NC_052520.2,9903439,+,LOC6527945,NC_052527.2,12796541,+,LOC108006782,NW_023496800.1,20884498,-,LOC108163048,NC_046677.1,19732606,-,LOC117150201,NC_046667.1,9771954,+,LOC6611900,NC_045949.1,9765166,+,LOC120458077,NC_053016.2,12837419,+,bib,NT_033779.5,9984645,+
78500at7215,LOC6497444,NC_057930.1,22689785,+,LOC6730703,NC_052520.2,2385332,+,LOC6526558,NC_052527.2,2419598,+,LOC108021332,NW_023496800.1,21630578,+,LOC108162650,NC_046677.1,24574751,+,LOC117137598,NC_046667.1,2332252,+,LOC6613090,NC_045949.1,2336982,+,LOC120443752,NC_053016.2,2385113,+,Atxn7,NT_033779.5,2375841,+
78667at7215,LOC6498655,NC_057930.1,13532289,-,LOC6730592,NC_052520.2,1683394,+,LOC6526439,NC_052527.2,1683850,+,LOC108020945,NW_023496800.1,17245206,-,LOC108163593,NC_046677.1,31997019,+,LOC117138498,NC_046667.1,1632338,+,LOC6617393,NC_045949.1,1653432,+,LOC120454364,NC_053016.2,1691036,+,chinmo,NT_033779.5,1651258,+
7893at7215,LOC6496917,NC_057930.1,14290713,+,LOC6731843,NC_052520.2,10398973,-,LOC6527143,NC_052527.2,6980492,-,LOC108021216,NW_023496800.1,5044395,+,LOC108163020,NC_046677.1,22226264,-,LOC117145614,NC_046667.1,10273437,-,LOC6612017,NC_045949.1,10281648,-,LOC120447736,NC_053016.2,6992508,-,Myo31DF,NT_033779.5,10491814,-
78968at7215,LOC6497852,NC_057930.1,26940882,-,LOC6730923,NC_052520.2,3815144,+,LOC6526778,NC_052527.2,3898571,+,LOC108007921,NW_023496800.1,23817318,+,LOC108164055,NC_046677.1,23675536,+,LOC117150465,NC_046667.1,3757892,+,LOC6613293,NC_045949.1,3767643,+,LOC120458870,NC_053016.2,3834587,+,slp1,NT_033779.5,3825675,+
79300at7215,LOC6504114,NC_057930.1,10419460,-,LOC6730996,NC_052520.2,4769171,+,LOC6526860,NC_052527.2,4894738,+,LOC108021438,NW_023496800.1,18600363,+,LOC108163727,NC_046677.1,30877680,-,LOC117137553,NC_046667.1,4709316,+,LOC6613376,NC_045949.1,4713654,+,LOC120456461,NC_053016.2,4821030,+,Dmel\CG3294,NT_033779.5,4794549,+
79528at7215,LOC6497588,NC_057930.1,24591310,+,LOC6731968,NC_052520.2,11173391,+,LOC6527259,NC_052527.2,7760097,+,LOC108005962,NW_023496800.1,4095831,-,LOC108163770,NC_046677.1,21848348,-,LOC117150346,NC_046667.1,11030181,+,LOC6612141,NC_045949.1,11037760,+,LOC120458561,NC_053016.2,7773214,+,CG4831,NT_033779.5,11278021,+
79771at7215,LOC6497829,NC_057930.1,27348823,-,LOC6739238,NC_052520.2,14213035,-,LOC6528230,NC_052527.2,14624838,-,LOC108021384,NW_023496800.1,15786382,+,LOC108162434,NC_046677.1,4974277,-,LOC117138205,NC_046667.1,14058615,-,LOC6611272,NC_045949.1,14079092,-,LOC120456806,NC_053016.2,14678580,-,elB,NT_033779.5,14390628,-
80084at7215,LOC6507392,NC_057930.1,12160540,+,LOC6730465,NC_052520.2,510303,-,LOC6526312,NC_052527.2,500093,-,LOC108020992,NW_023496800.1,25031639,+,LOC108162084,NC_046677.1,27492767,-,LOC117145287,NC_046667.1,479910,-,LOC6617259,NC_045949.1,502508,-,LOC120454096,NC_053016.2,466718,-,Dmel\CG4297,NT_033779.5,458876,-
80257at7215,LOC6497952,NC_057930.1,24332826,-,LOC6739198,NC_052520.2,2996545,+,LOC6526658,NC_052527.2,3060434,+,LOC108021707,NW_023496800.1,19309302,+,LOC108163118,NC_046677.1,21245838,+,LOC117135312,NC_046667.1,2953853,+,LOC116803590,NC_045949.1,2944962,+,LOC120455480,NC_053016.2,3013538,+,Ccdc85,NT_033779.5,2999286,+
80617at7215,LOC6497460,NC_057930.1,22847274,+,LOC6731483,NC_052520.2,8286631,+,LOC6527700,NC_052527.2,8807690,-,LOC108010550,NW_023496800.1,21172589,+,LOC108163548,NC_046677.1,20549617,-,LOC117146494,NC_046667.1,8173033,+,LOC6611662,NC_045949.1,8185172,+,LOC120451609,NC_053016.2,8823843,-,Dmel\CG14273,NT_033779.5,8342695,+
80746at7215,LOC6506148,NC_057930.1,9962176,+,LOC6731006,NC_052520.2,4822280,+,LOC6526870,NC_052527.2,4948852,+,LOC108021196,NW_023496800.1,18660836,+,LOC108162033,NC_046677.1,22961095,+,LOC117147279,NC_046667.1,4762085,+,LOC6613387,NC_045949.1,4766333,+,LOC120458200,NC_053016.2,4875087,+,Dmel\CG11927,NT_033779.5,4847766,+
80980at7215,LOC6497485,NC_057930.1,23137384,+,LOC6730888,NC_052520.2,3570665,-,LOC6526745,NC_052527.2,3636867,-,LOC108007787,NW_023496800.1,15493444,-,LOC108163889,NC_046677.1,23403893,-,LOC117149016,NC_046667.1,3511808,-,LOC6613260,NC_045949.1,3519104,-,LOC120458494,NC_053016.2,3585045,-,sob,NT_033779.5,3578013,-
80992at7215,LOC6497015,NC_057930.1,15387133,+,LOC6732067,NC_052520.2,11990182,+,LOC6527360,NC_052527.2,8612900,+,LOC108021701,NW_023496800.1,3046882,-,LOC108164032,NC_046677.1,22466990,+,LOC117141084,NC_046667.1,11841572,+,LOC6617720,NC_045949.1,11857643,+,LOC120458339,NC_053016.2,8644219,+,Dmel\CG17211,NT_033779.5,12114360,+
81066at7215,LOC6497884,NC_057930.1,26172039,-,LOC6730510,NC_052520.2,913591,+,LOC6526363,NC_052527.2,911105,+,LOC108020191,NW_023496800.1,24577809,-,LOC108162913,NC_046677.1,32035675,+,LOC117135968,NC_046667.1,878580,+,LOC6617313,NC_045949.1,900699,+,LOC120458598,NC_053016.2,881686,+,PNUTS,NT_033779.5,870465,+
81227at7215,LOC6498067,NC_057930.1,22914425,-,LOC6730916,NC_052520.2,3762251,+,LOC6526772,NC_052527.2,3842539,+,LOC108021333,NW_023496800.1,23755801,+,LOC108163472,NC_046677.1,23611206,+,LOC117150982,NC_046667.1,3698835,+,LOC6613286,NC_045949.1,3714833,+,LOC120455246,NC_053016.2,3778979,+,bowl,NT_033779.5,3771700,+
81240at7215,LOC6497407,NC_057930.1,22198814,+,LOC6731384,NC_052520.2,7698654,-,LOC6526915,NC_052527.2,5248562,+,LOC108015770,NW_023496800.1,7734719,+,LOC108162947,NC_046677.1,27040018,+,LOC117150817,NC_046667.1,7592693,-,LOC6611563,NC_045949.1,7601674,-,LOC120458684,NC_053016.2,5254058,+,Dmel\CG7214,NT_033779.5,7743682,-
81292at7215,LOC6498478,NC_057930.1,15693214,-,LOC6732092,NC_052520.2,12305495,-,LOC6527383,NC_052527.2,10927218,+,LOC108014301,NW_023496800.1,2590359,+,LOC108163183,NC_046677.1,25524273,+,LOC117135181,NC_046667.1,12158138,-,LOC6617740,NC_045949.1,12176639,-,LOC120451023,NC_053016.2,10962897,+,SC35,NT_033779.5,12431075,-
81325at7215,LOC6497216,NC_057930.1,18998610,+,LOC6731075,NC_052520.2,5369242,+,LOC6528155,NC_052527.2,13911494,-,LOC108009595,NW_023496800.1,22385207,+,LOC108164101,NC_046677.1,14932725,+,LOC117147849,NC_046667.1,5305107,+,LOC6613478,NC_045949.1,5310942,+,LOC120458833,NC_053016.2,13967976,-,H15,NT_033779.5,5461639,+
8168at7215,LOC6497285,NC_057930.1,20207229,+,LOC27206519,NC_052520.2,6933307,-,LOC6526998,NC_052527.2,6033264,+,LOC108008080,NW_023496800.1,9013428,-,LOC108162158,NC_046677.1,8525563,-,LOC117150471,NC_046667.1,6831124,-,LOC6611478,NC_045949.1,6848671,-,LOC120458487,NC_053016.2,6037815,+,smt3,NT_033779.5,6966780,-
81690at7215,LOC6505366,NC_057930.1,7877833,+,LOC6731609,NC_052520.2,9108271,+,LOC6527835,NC_052527.2,11957249,+,LOC108016245,NW_023496800.1,7335140,-,LOC108162551,NC_046677.1,9503750,+,LOC117147334,NC_046667.1,8980828,+,LOC6611790,NC_045949.1,8985523,+,LOC120458090,NC_053016.2,12011724,+,tai,NT_033779.5,9166778,+
82012at7215,LOC6496977,NC_057930.1,14873968,+,LOC6731704,NC_052520.2,9861101,-,LOC6527931,NC_052527.2,12753642,-,LOC108017734,NW_023496800.1,20941486,+,LOC108162603,NC_046677.1,19780003,+,LOC117135270,NC_046667.1,9729240,-,LOC6611886,NC_045949.1,9722951,-,LOC120445097,NC_053016.2,12794144,-,Dmel\CG31712,NT_033779.5,9934767,-
8220at7215,LOC6498147,NC_057930.1,22086897,-,LOC6731420,NC_052520.2,7954081,-,LOC6527633,NC_052527.2,9152839,+,LOC108019183,NW_023496800.1,1161656,-,LOC108163788,NC_046677.1,20596452,+,LOC117148360,NC_046667.1,7839329,-,LOC6611599,NC_045949.1,7854083,-,LOC120446112,NC_053016.2,9169066,+,Wwox,NT_033779.5,7999670,-
82306at7215,LOC6496724,NC_057930.1,6551294,-,LOC6730756,NC_052520.2,2751557,+,LOC6526608,NC_052527.2,2802595,+,LOC108016551,NW_023496800.1,19012293,+,LOC108161724,NC_046677.1,17627387,+,LOC117136021,NC_046667.1,2704552,+,LOC6613138,NC_045949.1,2699838,+,LOC120447181,NC_053016.2,2763652,+,Cwc25,NT_033779.5,2745098,+
82333at7215,LOC6497296,NC_057930.1,20258182,+,LOC6731284,NC_052520.2,6880444,-,LOC6527014,NC_052527.2,6080669,+,LOC108015252,NW_023496800.1,8953759,-,LOC108162023,NC_046677.1,8473756,-,LOC117140836,NC_046667.1,6778858,-,LOC6611461,NC_045949.1,6797231,-,LOC120458815,NC_053016.2,6084617,+,x16,NT_033779.5,6914301,-
82400at7215,LOC6497461,NC_057930.1,22851772,+,LOC6731484,NC_052520.2,8290793,+,LOC6527701,NC_052527.2,8801753,-,LOC108006252,NW_023496800.1,21178343,+,LOC108164126,NC_046677.1,20542228,-,LOC117150630,NC_046667.1,8177243,+,LOC116801217,NC_045949.1,8189046,+,LOC120458460,NC_053016.2,8818029,-,Dmel\CG7778,NT_033779.5,8346620,+
82675at7215,LOC6505506,NC_057930.1,8904223,+,LOC6730431,NC_052520.2,337441,-,LOC6526277,NC_052527.2,322610,-,LOC108005885,NW_023496800.1,25237634,+,LOC108162278,NC_046677.1,14549650,+,LOC117142073,NC_046667.1,305349,-,LOC6617226,NC_045949.1,330879,-,LOC120454209,NC_053016.2,286808,-,mbm,NT_033779.5,271912,-
8277at7215,LOC6498537,NC_057930.1,14852188,-,LOC6731711,NC_052520.2,9883286,+,LOC6527939,NC_052527.2,12776142,+,LOC108019900,NW_023496800.1,20917507,-,LOC108162591,NC_046677.1,19758906,-,LOC117150390,NC_046667.1,9751624,+,LOC6611894,NC_045949.1,9745479,+,LOC120445061,NC_053016.2,12816703,+,Dmel\CG4658,NT_033779.5,9957132,+
82985at7215,LOC6496969,NC_057930.1,14816485,+,LOC6731719,NC_052520.2,9914938,-,LOC6527947,NC_052527.2,12808592,-,LOC108006814,NW_023496800.1,20876916,+,LOC108163047,NC_046677.1,19726414,+,LOC117150152,NC_046667.1,9784135,-,LOC6611902,NC_045949.1,9777439,-,LOC120454002,NC_053016.2,12849390,-,SoYb,NT_033779.5,9996706,-
83385at7215,LOC6497201,NC_057930.1,18656632,+,LOC6731516,NC_052520.2,8359330,+,LOC6527730,NC_052527.2,8720883,-,LOC108021256,NW_023496800.1,21253482,+,LOC108163165,NC_046677.1,4237375,+,LOC117149722,NC_046667.1,8245807,+,LOC6611691,NC_045949.1,8258961,+,LOC120454036,NC_053016.2,8738221,-,Akap200,NT_033779.5,8415690,+
83417at7215,LOC6498354,NC_057930.1,18197882,-,LOC6731565,NC_052520.2,8759405,+,LOC6527787,NC_052527.2,11579410,+,LOC108018966,NW_023496800.1,731542,+,LOC108163683,NC_046677.1,8787467,-,LOC117145708,NC_046667.1,8632320,+,LOC6611747,NC_045949.1,8642988,+,LOC120458146,NC_053016.2,11616056,+,SoxN,NT_033779.5,8825645,+
83623at7215,LOC6504295,NC_057930.1,9673710,-,LOC6732025,NC_052520.2,11830531,+,LOC6527319,NC_052527.2,8446125,+,LOC108007042,NW_023496800.1,3262416,-,LOC108161577,NC_046677.1,29065036,+,LOC117150767,NC_046667.1,11673620,+,LOC6617678,NC_045949.1,11698466,+,LOC120458586,NC_053016.2,8479318,+,Crys,NT_033779.5,11944129,+
83700at7215,LOC6497693,NC_057930.1,27177537,+,LOC6730480,NC_052520.2,637635,-,LOC6526331,NC_052527.2,628831,-,LOC108012076,NW_023496800.1,24890207,+,LOC108164231,NC_046677.1,27655483,-,LOC117150434,NC_046667.1,602517,-,LOC6617279,NC_045949.1,626502,-,LOC120458868,NC_053016.2,594669,-,Gsc,NT_033779.5,583540,-
8985at7215,LOC6503344,NC_057930.1,12236200,-,LOC6730452,NC_052520.2,456345,+,LOC6526300,NC_052527.2,444718,+,LOC108020796,NW_023496800.1,25101005,-,LOC108161814,NC_046677.1,27433211,+,LOC117145920,NC_046667.1,424570,+,LOC6617247,NC_045949.1,448731,+,LOC120456776,NC_053016.2,410646,+,RpI135,NT_033779.5,404285,+
9227at7215,LOC6498634,NC_057930.1,13921142,-,LOC6731899,NC_052520.2,10760885,+,LOC6527199,NC_052527.2,7343923,+,LOC108021310,NW_023496800.1,4626447,-,LOC108163148,NC_046677.1,18637966,+,LOC117148851,NC_046667.1,10624456,+,LOC6612075,NC_045949.1,10632397,+,LOC120444086,NC_053016.2,7355186,+,SmydA-3,NT_033779.5,10850141,+
9585at7215,LOC6504480,NC_057930.1,8862189,-,LOC6731398,NC_052520.2,7767222,+,LOC6526901,NC_052527.2,5168213,-,LOC108019063,NW_023496800.1,942136,+,LOC108163072,NC_046677.1,14742590,+,LOC117150682,NC_046667.1,7660013,+,LOC6611578,NC_045949.1,7673223,+,LOC120445382,NC_053016.2,5162788,-,LanB1,NT_033779.5,7811438,+
9642at7215,LOC6498088,NC_057930.1,22712175,-,LOC6731460,NC_052520.2,8160776,+,LOC6527676,NC_052527.2,8941490,-,LOC108021583,NW_023496800.1,20997779,+,LOC108162785,NC_046677.1,24601339,+,LOC117150554,NC_046667.1,8047074,+,LOC6611639,NC_045949.1,8059827,+,LOC120455752,NC_053016.2,8959076,-,Dmel\CG8349,NT_033779.5,8215915,+
9681at7215,LOC6497589,NC_057930.1,24593450,+,LOC6731969,NC_052520.2,11175628,+,LOC6527260,NC_052527.2,7762385,+,LOC108007953,NW_023496800.1,4093468,-,LOC108163970,NC_046677.1,21845803,-,LOC117141741,NC_046667.1,11032454,+,LOC6612142,NC_045949.1,11039997,+,LOC120455301,NC_053016.2,7775473,+,Ppt2,NT_033779.5,11280298,+
27149at7215,LOC6507436,NC_057930.1,12228740,+,LOC6730453,NC_052520.2,460114,-,LOC6526301,NC_052527.2,448462,-,LOC108020874,NW_023496800.1,25094151,+,LOC108161815,NC_046677.1,27437643,-,LOC117145927,NC_046667.1,428212,-,LOC6617248,NC_045949.1,452373,-,LOC120447067,NC_053016.2,414383,-,AP-2alpha,NT_037436.4,21586828,+
30840at7215,LOC6498379,NC_057930.1,17681276,-,LOC6731093,NC_052520.2,5526772,+,LOC6528135,NC_052527.2,13765467,-,LOC108021712,NW_023496800.1,10089790,+,LOC108163086,NC_046677.1,11429162,-,LOC117143039,NC_046667.1,5454924,+,LOC6613500,NC_045949.1,5465085,+,LOC120458270,NC_053016.2,13822095,-,GluRIIA,NT_037436.4,6624032,+
47058at7215,LOC6497286,NC_057930.1,20210716,+,LOC27209426,NC_052520.2,6927994,-,LOC6527000,NC_052527.2,6036846,+,LOC108021593,NW_023496800.1,9007654,-,LOC108162115,NC_046677.1,8520642,-,LOC117150598,NC_046667.1,6825837,-,LOC6611476,NC_045949.1,6843417,-,LOC120458418,NC_053016.2,6041201,+,sip2,NT_037436.4,8125327,-
63483at7215,LOC6496896,NC_057930.1,14024293,+,LOC6731882,NC_052520.2,10664525,-,LOC6527184,NC_052527.2,7255804,-,LOC108021390,NW_023496800.1,4728642,+,LOC108163575,NC_046677.1,18538705,-,LOC117136536,NC_046667.1,10539031,-,LOC6612060,NC_045949.1,10546935,-,LOC120453306,NC_053016.2,7268737,-,Ubc2,NT_037436.4,8125327,-
64875at7215,LOC6497960,NC_057930.1,24290870,-,LOC27208636,NC_052520.2,5513989,+,LOC6528141,NC_052527.2,13778399,-,LOC108012756,NW_023496800.1,13487486,+,LOC108161879,NC_046677.1,15092653,+,LOC117143164,NC_046667.1,5442190,+,LOC6613493,NC_045949.1,5452574,+,LOC120450531,NC_053016.2,13834759,-,Lam,NT_037436.4,6203831,-
77914at7215,LOC6498528,NC_057930.1,14897443,-,LOC6731694,NC_052520.2,9839398,+,LOC6527921,NC_052527.2,12732413,+,LOC108021608,NW_023496800.1,20966791,-,LOC108162051,NC_046677.1,19804482,-,LOC117135300,NC_046667.1,9707003,+,LOC6611876,NC_045949.1,9701830,+,LOC120458894,NC_053016.2,12772963,+,Srp54,NT_037436.4,5152678,+
9766at7215,LOC6497244,NC_057930.1,19381056,+,LOC6730997,NC_052520.2,4771185,-,LOC6526861,NC_052527.2,4896869,-,LOC108021439,NW_023496800.1,18602386,-,LOC108163728,NC_046677.1,30872130,+,LOC117137579,NC_046667.1,4711263,-,LOC6613377,NC_045949.1,4715579,-,LOC120456475,NC_053016.2,4823078,-,slf,NT_037436.4,5657913,+
9819at7215,LOC6497489,NC_057930.1,23206782,+,LOC6730877,NC_052520.2,3504134,-,LOC6526735,NC_052527.2,3565355,-,LOC108021182,NW_023496800.1,22594453,-,LOC108162820,NC_046677.1,23333070,-,LOC117139168,NC_046667.1,3445820,-,LOC6613248,NC_045949.1,3452921,-,LOC120449001,NC_053016.2,3515430,-,LeuRS,NT_037436.4,4825853,+
81962at7215,LOC6497120,NC_057930.1,17306890,+,LOC6731138,NC_052520.2,5937891,-,LOC6528088,NC_052527.2,13358943,+,LOC108019315,NW_023496878.1,256786,+,LOC108164322,NC_046677.1,10804222,+,LOC117141275,NC_046667.1,5850314,-,LOC6613550,NC_045949.1,5863907,-,LOC120444119,NC_053016.2,13399168,+,psd,NT_033779.5,5963087,-
19946at7215,LOC6497330,NC_057930.1,20691346,+,LOC6731175,NC_052520.2,6099236,+,LOC6527127,NC_052527.2,6869905,-,LOC108018320,NW_023496910.1,95556,+,LOC108163557,NC_046677.1,10550613,-,LOC117148274,NC_046667.1,6011788,+,LOC6613591,NC_045949.1,6025658,+,LOC120458155,NC_053016.2,6882844,-,Arpc4,NT_033779.5,6125132,+
20724at7215,LOC6498211,NC_057930.1,20692098,-,LOC6731176,NC_052520.2,6100005,-,LOC6527126,NC_052527.2,6868094,+,LOC108018319,NW_023496910.1,96268,-,LOC108163556,NC_046677.1,10548647,+,LOC117148260,NC_046667.1,6012537,-,LOC6613592,NC_045949.1,6026392,-,LOC120458154,NC_053016.2,6880961,+,WDR79,NT_033779.5,6125879,-
26185at7215,LOC6498212,NC_057930.1,20665970,-,LOC6731174,NC_052520.2,6071305,-,LOC6527129,NC_052527.2,6898488,+,LOC108017574,NW_023497044.1,596651,-,LOC108163687,NC_046677.1,10636079,+,LOC117136184,NC_046667.1,5983728,-,LOC6613589,NC_045949.1,5997634,-,LOC120446597,NC_053016.2,6910829,+,Dmel\CG9175,NT_033779.5,6096698,-
66597at7215,LOC6497333,NC_057930.1,20737931,+,LOC6731185,NC_052520.2,6156154,+,LOC6527119,NC_052527.2,6783361,-,LOC108006920,NW_023497340.1,40068,-,LOC108162129,NC_046677.1,10398256,-,LOC117138088,NC_046667.1,6066767,+,LOC6613601,NC_045949.1,6091841,+,LOC120457964,NC_053016.2,6795833,-,smal,NT_033779.5,6179133,+
18615at7215,LOC6497247,NC_057930.1,19474437,+,LOC6733091,NC_052520.2,21404095,-,LOC6529202,NC_052528.2,3535924,+,LOC108015497,NW_023496800.1,9796290,+,LOC108162642,NC_046677.1,8331212,+,LOC117144752,NC_046667.1,21244484,-,LOC6619307,NC_045949.1,21866261,-,LOC120444929,NC_053017.2,3417140,+,eEF2,NT_033777.3,27963415,+
25847at7215,LOC6496833,NC_057930.1,12753459,+,LOC6732538,NC_052520.2,16450283,+,LOC6529534,NC_052528.2,6984082,-,LOC108020117,NW_023496800.1,20064616,-,LOC108162008,NC_046677.1,20019157,-,LOC117141728,NC_046667.1,16259213,+,LOC6614401,NC_045949.1,16330616,+,LOC120447066,NC_053017.2,5912657,-,grp,NT_033777.3,6406855,+
52782at7215,LOC6506962,NC_057930.1,11307352,+,LOC6732550,NC_052520.2,16492832,-,LOC6529522,NC_052528.2,6945343,+,LOC108021126,NW_023496800.1,20019584,+,LOC108162177,NC_046677.1,25592042,-,LOC117136941,NC_046667.1,16312652,-,LOC6614418,NC_045949.1,16381533,-,LOC120444924,NC_053017.2,5873721,+,glu,NT_033777.3,19730715,+
60228at7215,LOC6497668,NC_057930.1,26561643,+,LOC6732666,NC_052520.2,18038391,-,LOC6529567,NC_052528.2,7389493,-,LOC108011868,NW_023496800.1,11881691,+,LOC108161513,NC_046677.1,24024426,-,LOC117146338,NC_046667.1,17815616,-,LOC6614540,NC_045949.1,17909275,-,LOC120445548,NC_053017.2,6298865,-,p24,NT_033777.3,25039374,+
8800at7215,LOC6506973,NC_057930.1,11313172,+,LOC6732548,NC_052520.2,16490473,-,LOC6529524,NC_052528.2,6951536,+,LOC108014699,NW_023496800.1,20025866,+,LOC108164050,NC_046677.1,25589852,-,LOC117135203,NC_046667.1,16310130,-,LOC6614416,NC_045949.1,16379077,-,LOC120445762,NC_053017.2,5879875,+,Prosbeta4,NT_033777.3,5357012,-
80858at7215,LOC6498167,NC_057930.1,21486529,-,LOC6732993,NC_052520.2,20428873,+,LOC6530315,NC_052528.2,12373331,-,LOC108021641,NW_023496800.1,16683674,+,LOC108163564,NC_046677.1,20980077,+,LOC117143158,NC_046667.1,20251902,+,LOC6618193,NC_045949.1,20337733,+,LOC120445283,NC_053017.2,18657642,+,cad,NT_033778.4,21049654,-
10442at7215,LOC6498432,NC_057930.1,16615766,-,LOC6732831,NC_052520.2,19258967,-,LOC6529726,NC_052528.2,8610458,-,LOC108016863,NW_023496800.1,13992850,-,LOC108163777,NC_046677.1,6982575,-,LOC117145812,NC_046667.1,19058464,-,LOC6614702,NC_045949.1,19138781,-,LOC120445230,NC_053017.2,7529790,-,Dpm1,NT_033779.5,19525434,-
12215at7215,LOC6497873,NC_057930.1,26331058,-,LOC6732681,NC_052520.2,18269879,+,LOC6529584,NC_052528.2,7623245,+,LOC108021574,NW_023496800.1,11608859,-,LOC108162980,NC_046677.1,24883455,-,LOC117150867,NC_046667.1,18045429,+,LOC6614557,NC_045949.1,18141581,+,LOC120446063,NC_053017.2,6538292,+,Dmel\CG10211,NT_033779.5,18517487,+
12373at7215,LOC6497601,NC_057930.1,24971917,+,LOC6732585,NC_052520.2,16805842,-,LOC6529485,NC_052528.2,6632554,+,LOC108011637,NW_023496800.1,13279711,+,LOC108161470,NC_046677.1,31361876,-,LOC117145643,NC_046667.1,16616504,-,LOC6614456,NC_045949.1,16679986,-,LOC120445500,NC_053017.2,5567268,+,Dmel\CG15136,NT_033779.5,17047161,-
1272at7215,LOC6498263,NC_057930.1,20036559,-,LOC6732899,NC_052520.2,19782677,-,LOC6529796,NC_052528.2,9149842,-,LOC108019348,NW_023496800.1,14576274,-,LOC108162002,NC_046677.1,11764608,+,LOC117135287,NC_046667.1,19591618,-,LOC6614775,NC_045949.1,19670879,-,LOC120444991,NC_053017.2,8061544,-,CG10747,NT_033779.5,20089636,-
